Symbol,Company Name,Sector,Industry
HDVY,Health Discovery Corporation,Health Care,Health Care Providers & Services
HRAA,Health Revenue Assurance Holdings Inc,,
IWKS,Health Sciences Corp,,
HESG,"Health Sciences Group, Inc.",Consumer Staples,Food & Staples Retailing
HCCA,Healthcare Corporation of America,Health Care,Health Care Providers & Services
HITC,Healthcare Integrated Technologies Inc,Health Care,Health Care Technology
HCCO,Healthcare Merger Corp,,
HR,Healthcare Realty Trust Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
HCSG,"Healthcare Services Group, Inc.",Industrials,Commercial Services & Supplies
HTIA,Healthcare Trust Inc,,
HTA,Healthcare Trust Of America Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
HCLC,Health-Chem Corporation,,
HQY,Healthequity Inc,Health Care,Health Care Providers & Services
HGAT,HealthGate Data Corp.,Health Care,Health Care Technology
HCMC,Healthier Choices Management Corp,Consumer Staples,Tobacco
HLYK,Healthlynked Corp,Health Care,Health Care Technology
HEME,Healthmed Services Ltd.,,
PEAK,Healthpeak Properties Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
HSTM,"HealthStream, Inc.",Health Care,Health Care Technology
HEWA,HealthWarehouse.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail
GRLT,Healthy & Tasty Brands Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure"
HCEI,Healthy Coffee International Inc,Consumer Staples,Food Products
HRTT,Heart Tronics Inc,Health Care,Health Care Equipment & Supplies
HTLD,"Heartland Express, Inc.",Industrials,Road & Rail
HTLF,Heartland Financial USA Inc,Financials,Banks
HTSF,"Heartsoft, Inc.",,
HTBX,Heat Biologics Inc,Health Care,Biotechnology
HTRRF,HEATHERDALE RESOURCES LTD,Materials,Metals & Mining
HEBT,Hebron Technology Co Ltd,Industrials,Machinery
HL-B,Hecla Mining Co,Materials,Metals & Mining
HL,Hecla Mining Company,Materials,Metals & Mining
BZTG,Heffx Inc,Communication Services,Diversified Telecommunication Services
HEI,Heico Corp,Industrials,Aerospace & Defense
HBGRF,HEIDELBERGER DRUCK ORD,,
HSII,"Heidrick & Struggles International, Inc.",Industrials,Professional Services
HEINY,Heineken N.V. (ADR),Consumer Staples,Beverages
HELE,Helen of Troy Limited,Consumer Discretionary,Household Durables
HMNY,Helios and Matheson Analytics Inc,Information Technology,IT Services
HLIO,Helios Technologies Inc,Industrials,Machinery
HSDT,Helius Medical Technologies Inc,Health Care,Health Care Equipment & Supplies
BLVDF,HELIX APPLICATION INC,Information Technology,Software
HXBM,"Helix BioMedix, Inc.",Health Care,Biotechnology
HBPCF,HELIX BIOPHARMA CORP,Health Care,Biotechnology
HLX,Helix Energy Solutions Group Inc,Energy,Energy Equipment & Services
HLIX,Helix TCS Inc,Industrials,Commercial Services & Supplies
HLXW,Helix Wind Corp,Industrials,Electrical Equipment
HLTOY,Hellenic Telecom Organization S.A. (ADR),Communication Services,Diversified Telecommunication Services
EXLA,Helmer Directional Drilling Corp,,
HP,"Helmerich & Payne, Inc.",Energy,Energy Equipment & Services
HLOC,Helo Corp,Information Technology,"Technology Hardware, Storage & Peripherals"
HAHI,"Help at Home, Inc.",,
HMGN,"Hemagen Diagnostics, Inc.",Health Care,Health Care Equipment & Supplies
HMTV,Hemisphere Media Group Inc,Communication Services,Media
HPMM,Hemp Naturals Inc,Consumer Staples,Personal Products
HPTY,Hemp Technology Inc,Energy,"Oil, Gas & Consumable Fuels"
HMPQ,HempAmericana Inc,Consumer Staples,Personal Products
HDVTY,Henderson Investment Ltd (ADR),,
HGTIF,HENG TAI CONSUMABLES GRP LTD SHS,,
HENGF,HENGDELI HOLDINGS LTD GEO SHS,,
HYIG,Hengyi International Industries Grp Inc,,
HENOF,HENKEL AG & CO KGAA INHABER VORZUGSA,,
HELKF,HENKEL AG & CO KGAA SHS,,
HNNA,Hennessy Advisors Inc,Financials,Capital Markets
HCACU,HENNESSY CAPITAL ACQ CORP IV,,
HCAC,Hennessy Capital Acquisition Corp IV,,
HSIC,"Henry Schein, Inc.",Health Care,Health Care Providers & Services
HEPA,Hepion Pharmaceuticals Inc,Health Care,Pharmaceuticals
HHER,Her Imports,Consumer Discretionary,Specialty Retail
HLF,Herbalife Nutrition Ltd,Consumer Staples,Personal Products
HBRM,"Herborium Group, Inc.",Consumer Staples,Personal Products
HRI,Herc Holdings Inc,Industrials,Trading Companies & Distributors
HTGC,Hercules Capital Inc,Financials,Capital Markets
HTSC,Here To Serve Holding Corp,Real Estate,Real Estate Management & Development
HTBK,Heritage Commerce Corp.,Financials,Banks
HFWA,Heritage Financial Corp,Financials,Banks
HGBL,Heritage Global Inc,Financials,Capital Markets
HRTG,Heritage Insurance Holdings Inc,Financials,Insurance
HRGG,Heritage NOLA Bancorp Inc,,
HSBI,Heritage Southeast Bancorporation Inc,Financials,Banks
HCCI,"Heritage-Crystal Clean, Inc.",Industrials,Commercial Services & Supplies
MLHR,"Herman Miller, Inc.",Industrials,Commercial Services & Supplies
PSV,Hermitage Offshore Services Ltd,Energy,Energy Equipment & Services
HLBYL,Heron Lake BioEnergy LLC,Energy,"Oil, Gas & Consumable Fuels"
HRTX,Heron Therapeutics Inc,Health Care,Biotechnology
HERXF,HEROUX-DEVTEK INC,Industrials,Aerospace & Defense
HT,Hersha Hospitality Trust,Real Estate,Equity Real Estate Investment Trusts (REITs)
HSY,Hershey Co,Consumer Staples,Food Products
HTZ,Hertz Global Holdings Inc,Industrials,Road & Rail
HSKA,Heska Corp,Health Care,Health Care Equipment & Supplies
HES,Hess Corp.,Energy,"Oil, Gas & Consumable Fuels"
HESM,Hess Midstream Operations LP,Energy,"Oil, Gas & Consumable Fuels"
HPE,Hewlett Packard Enterprise Co,Information Technology,"Technology Hardware, Storage & Peripherals"
HXGBF,HEXAGON AB SHS B,,
HXL,Hexcel Corporation,Industrials,Aerospace & Defense
HX,Hexindai Inc - ADR,Financials,Consumer Finance
HXPLF,HEXPOL AB SHS B NEW,,
HYBT,Heyu Biological Technology Corp,,
HZ,HeZhong International Holding Ltd,,
HFFG,Hf Foods Group Inc,Consumer Staples,Food & Staples Retailing
HFBA,HFB Financial Corp (KY),,
HHBT,HH Biotechnology Holdings Co,Real Estate,Real Estate Management & Development
HGGGQ,"hhgregg, Inc.",Consumer Discretionary,Specialty Retail
HHSRF,HI HO SILVER RES INC COM NEW,,
HSCO,Hi Score Corp,,
HIBB,"Hibbett Sports, Inc.",Consumer Discretionary,Specialty Retail
HIBRF,HIBERNIA REIT PLC ORD,,
HCR,Hi-Crush Inc,Energy,Energy Equipment & Services
HGHAF,HIGH ARCTIC ENERGY SERVICES,Energy,Energy Equipment & Services
HCBC,"High Country Bancorp, Inc.",,
HGHH,High Desert Holding Corp,,
PCF,High Income Securities Fund,,
HLNFF,HIGH LINER FOODS INC,Consumer Staples,Food Products
HSTI,High Sierra Technologies Inc,,
RKTE,High Velocity Alternative Energy Corp,Materials,Chemicals
HCGS,HighCom Global Security Inc,Materials,Chemicals
HDRSF,HIGHLAND COPPER CO INC,Materials,Metals & Mining
HGHGF,HIGHLAND GOLD MINING LTD SHS,,
HFRO-A,Highland Income Fund,,
HBSI,Highlands Bancshares Inc (West Virg),Financials,Banks
HPR,HighPoint Resources Corp,Energy,"Oil, Gas & Consumable Fuels"
HEOL,"Highwater Ethanol, LLC",Energy,"Oil, Gas & Consumable Fuels"
HGGCF,HIGHWAY 50 GOLD CORP COM,,
HIHO,Highway Holdings Limited,Industrials,Machinery
HIW,Highwoods Properties Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
HKMPF,HIKMA PHARMACEUTICALS PLC SHS,,
HIL,Hill International Inc,Industrials,Professional Services
HI,"Hillenbrand, Inc.",Industrials,Machinery
HLM-,Hillman Group Capital Trust,,
HRC,"Hill-Rom Holdings, Inc.",Health Care,Health Care Equipment & Supplies
HBIA,Hills Bancorporation,Financials,Banks
HTH,Hilltop Holdings Inc.,Financials,Banks
HGV,Hilton Grand Vacations Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
HIMX,"Himax Technologies, Inc. (ADR)",Information Technology,Semiconductors & Semiconductor Equipment
HIFS,Hingham Institution for Savings,Financials,Thrifts & Mortgage Finance
HINOY,Hino Motors Ltd (ADR),Industrials,Machinery
HINOF,HINO MTRS LTD COM,,
HENI,Hinto Energy Inc,,
HQI,Hirequest Inc,Industrials,Professional Services
HIRU,Hiru Corp.,,
HISJF,HIS CO LTD SHS,,
HTSUF,HISAMITSU PHARMACEUTICAL CO IN SHS,,
HISEF,HISENSE HOME APLANC GRP CO LTD SHS H,,
HTCMF,HITACHI CONSTR MACHY CO LTD SHS,,
HMTLF,HITACHI METALS LTD ORD,,
HTHIY,"Hitachi, Ltd. (ADR)",Information Technology,"Electronic Equipment, Instruments & Components"
HKIT,Hitek Global Inc.,,
HKBT,HK Battery Technology Inc,,
HKEB,HK Ebus Corp,,
HKGT,HK Graphene Technology Corp,,
HOKCF,HKCG FINANCE LIMITED ORD,,
HKNI,"HKN, Inc.",Energy,"Oil, Gas & Consumable Fuels"
HCCH,HL Acquisitions Corp,,
AMHD,HLK Biotec Holding Group Inc,,
HMG,HMG Courtland Properties Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
HMNF,"HMN Financial, Inc.",Financials,Thrifts & Mortgage Finance
HMSY,HMS Holdings Corp,Health Care,Health Care Technology
HNI,HNI Corp,Industrials,Commercial Services & Supplies
HWGG,Ho Wah Genting Group Ltd,Consumer Discretionary,"Hotels, Restaurants & Leisure"
HOCFF,HOCHTIEF AG VORMGEBRHELFMANN AKT,,
HOLHF,HOEGH LNG HOLDINGS LTD SHS,,
HMLP,Hoegh LNG Partners LP,Energy,"Oil, Gas & Consumable Fuels"
HOKUQ,Hoku Corporation,Industrials,Electrical Equipment
HIHI,Holiday Island Holdings Inc,Real Estate,Real Estate Management & Development
HAFG,Holistic Asset Finance Group Co Ltd,Communication Services,Media
HSTRF,HOLLISTER BIOSCIENCES INC COM,,
HENC,Holloman Energy Corp,Energy,"Oil, Gas & Consumable Fuels"
HIMR,Hollund Industrial Marine Inc,Industrials,Machinery
HEP,"Holly Energy Partners, L.P.",Energy,"Oil, Gas & Consumable Fuels"
HFC,HollyFrontier Corp,Energy,"Oil, Gas & Consumable Fuels"
HOLI,Hollysys Automation Technologies Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
HWAL,Hollywall Entertainment Inc,,
HOOB,"Holobeam, Inc.",Real Estate,Real Estate Management & Development
HOLX,"Hologic, Inc.",Health Care,Health Care Equipment & Supplies
HWIS,Home Bancorp of Wisconsin Inc,,
HBCP,"Home Bancorp, Inc.",Financials,Thrifts & Mortgage Finance
HOMB,Home Bancshares Inc,Financials,Banks
HMCBF,HOME CAPITAL GROUP INC -CL B,Financials,Thrifts & Mortgage Finance
HD,Home Depot Inc,Consumer Discretionary,Specialty Retail
HFBL,Home Federal Bancorp Inc of Louisiana,Financials,Thrifts & Mortgage Finance
HWEN,Home Financial Bancorp,Financials,Thrifts & Mortgage Finance
HLFN,Home Loan Financial Corporation,Financials,Thrifts & Mortgage Finance
HSHL,Home Solutions Health Inc,Materials,Metals & Mining
HMLA,Homeland Resources Ltd.,,
HSFI,Homeland Safety International Inc(NDA),,
HMSVF,HOMESERVE PLC SHS,,
HMST,HomeStreet Inc,Financials,Thrifts & Mortgage Finance
HWIN,Hometown International Inc,,
HTBI,Hometrust Bancshares Inc,Financials,Banks
FIXX,Homology Medicines Inc,Health Care,Biotechnology
HMC,Honda Motor Co Ltd (ADR),Consumer Discretionary,Automobiles
HBEIF,HONEY BADGER EXPLORATION,Materials,Metals & Mining
HON,Honeywell International Inc.,Industrials,Industrial Conglomerates
HKGEF,HONG KONG ECO TIMES HLDGS LTD SHS,,
HKTVY,Hong Kong Television Network Ltd,Consumer Discretionary,Internet & Direct Marketing Retail
HKWO,Hong Kong Winalite Group Inc,Consumer Discretionary,Distributors
HGHUF,HONGHUA GROUP LIMITED SHS,,
HKSHF,HONGKONG & SHANGHAI HOTELS LTD SHS,,
HGLI,Hongli Clean Energy Technologies Corp,,
HOFT,Hooker Furniture Corporation,Consumer Discretionary,Household Durables
HOOK,Hookipa Pharma Inc,Health Care,Biotechnology
HOPE,Hope Bancorp Inc,Financials,Banks
HHILF,HOPEWELL HWY INFRASTRUCTURE LD SHS,,
HPTO,Hopto Inc,Information Technology,Software
HMN,Horace Mann Educators Corporation,Financials,Insurance
HRIBF,HORIBA LTD SHS,,
HBNC,Horizon Bancorp Inc,Financials,Banks
HRRB,"Horizon Bancorp, Inc.",,
HZN,Horizon Global Corp,Consumer Discretionary,Auto Components
HGPI,"Horizon Group Properties, Inc.",,
HZNM,Horizon Minerals Corp,Materials,Metals & Mining
HZNOF,HORIZON NORTH LOGISTICS INC,Industrials,Commercial Services & Supplies
HRZN,Horizon Technology Finance Corp,Financials,Capital Markets
HZNP,Horizon Therapeutics PLC,Health Care,Pharmaceuticals
HZHI,Horizons Holdings International Corp,Financials,Diversified Financial Services
HRL,Hormel Foods Corp,Consumer Staples,Food Products
HOSS,"Hornbeck Offshore Services, Inc.",Energy,Energy Equipment & Services
HBEXF,HORNBY BAY MINERAL EXPL INC,Materials,Metals & Mining
HRSR,Horrison Resources Inc,,
HST,Host Hotels and Resorts Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
TWNK,Hostess Brands Inc,Consumer Staples,Food Products
HOTF,Hot Mama's Foods Inc,Consumer Staples,Food Products
HTBC,HotApp Blockchain Inc,,
HOTH,Hoth Therapeutics Inc,Health Care,Pharmaceuticals
HMHC,Houghton Mifflin Harcourt Co,Consumer Discretionary,Diversified Consumer Services
HLI,Houlihan Lokey Inc,Financials,Capital Markets
HOFJF,HOUSE FOODS CORP SHS,,
HUSA,Houston American Energy Corporation,Energy,"Oil, Gas & Consumable Fuels"
HITD,Houston Interweb Design,,
HWCC,Houston Wire & Cable Company,Industrials,Trading Companies & Distributors
HOV,"Hovnanian Enterprises, Inc.",Consumer Discretionary,Household Durables
HOVVB,HOVNANIAN ENTRPRS INC  -CL A,Consumer Discretionary,Household Durables
HBMD,Howard Bancorp Inc,Financials,Banks
HHC,Howard Hughes Corp,Real Estate,Real Estate Management & Development
HWM,Howmet Aerospace Inc,Industrials,Aerospace & Defense
HOCPF,HOYA CORP SHS,,
HPQ,HP Inc,Information Technology,"Technology Hardware, Storage & Peripherals"
HPIL,HPIL Holding,Financials,Capital Markets
HQGE,HQ Global Education Inc,Consumer Discretionary,Diversified Consumer Services
HSTH,"HS3 Technologies, Inc.",Industrials,Commercial Services & Supplies
HSBC,HSBC Holdings plc (ADR),Financials,Banks
HSTC,HST Global Inc,Health Care,Biotechnology
HTPRF,HTC PURENERGY INC,Materials,Chemicals
HTGM,HTG Molecular Diagnostics Inc,Health Care,Health Care Technology
HMI,Huami Corp,Information Technology,"Electronic Equipment, Instruments & Components"
HNP,Huaneng Power International Inc (ADR),Utilities,Independent Power & Renewable Electricity Producers
HTHT,Huazhu Group Ltd (ADR),Consumer Discretionary,"Hotels, Restaurants & Leisure"
HDLS,Hub Deals Corp,,
HUBG,Hub Group Inc,Industrials,Air Freight & Logistics
HUBB,Hubbell Incorporated,Industrials,Electrical Equipment
HBMK,Hubei Minkang Pharmaceutical Ltd,Health Care,Pharmaceuticals
HBUV,Hubilu Venture Corporation,,
HUBS,HubSpot Inc,Information Technology,Software
HBM,HUDBAY MINERALS INC,Materials,Metals & Mining
HSON,Hudson Global Inc,Industrials,Professional Services
HUD,Hudson Ltd,Consumer Discretionary,Specialty Retail
HPP,Hudson Pacific Properties Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
HDSN,"Hudson Technologies, Inc.",Industrials,Commercial Services & Supplies
HUFAF,HUFVUDSTADEN AB SHS A,,
HGTXU,Hugoton Royalty Trust,Energy,"Oil, Gas & Consumable Fuels"
HOYFF,HUHTAMAKI OY ORD SER I,,
SFHD,Hui Ying Financial Holdings Corp,,
HHT,Huitao Technology Co Ltd,Materials,Construction Materials
HUIZ,Huize Holding Ltd (ADR),Financials,Insurance
EROX,"Human Pheromone Sciences, Inc.",Consumer Staples,Personal Products
HUM,Humana Inc,Health Care,Health Care Providers & Services
HGEN,Humanigen Inc,Health Care,Biotechnology
HUMT,"Humatech, Inc.",Materials,Chemicals
HCFT,Hunt Companies Finance Trust Inc,Financials,Mortgage Real Estate Investment Trusts (REITs)
HDUGF,HUNTER DOUGLAS NV ORD A SHS,,
HNTUF,Hunter Maritime Acquisition Corp,,
HNTIF,HUNTING PLC ORD,,
HBAN,Huntington Bancshares Incorporated,Financials,Banks
HEXPF,HUNTINGTON EXPLORATION INC,Energy,"Oil, Gas & Consumable Fuels"
HII,Huntington Ingalls Industries Inc,Industrials,Aerospace & Defense
HNTM,HuntMountain Resources. Ltd.,Materials,Metals & Mining
HUN,Huntsman Corporation,Materials,Chemicals
HCGI,Huntwicke Capital Group Inc,Real Estate,Real Estate Management & Development
HURC,"Hurco Companies, Inc.",Industrials,Machinery
HURN,Huron Consulting Group,Industrials,Professional Services
HUSKF,Husky Energy Inc (USA),Energy,"Oil, Gas & Consumable Fuels"
HUSQF,HUSQVARNA AB SHS B,,
HNCMF,HUTCHISON CHINA MEDITECH LTD SHS,,
CLGZF,Hutech21 Co Ltd,Industrials,Air Freight & Logistics
HUTN,Hutn Inc,Communication Services,Interactive Media & Services
HBP,Huttig Building Products Inc,Industrials,Trading Companies & Distributors
HUYA,HUYA Inc - ADR,Communication Services,Entertainment
HVBC,HV Bancorp Inc,Financials,Thrifts & Mortgage Finance
HYKUF,HYAKUGO BANK LTD SHS,,
H,Hyatt Hotels Corporation,Consumer Discretionary,"Hotels, Restaurants & Leisure"
HYBG,Hyb Holding Corp,,
HCTI,Hybrid Coating Technologies Inc,Materials,Chemicals
HYBE,"Hybrid Energy Holdings, Inc.",,
FESTF,HYBRID KINETIC GROUP LTD SHS,,
HYCT,Hycroft Mining Corp,Materials,Metals & Mining
PYMOF,HYDROCARBON DYNAMICS LTD SHS,,
HYEG,Hydrogen Engine Center Inc,Industrials,Machinery
HYHY,Hydrogen Hybrid Technologies Inc,Consumer Discretionary,Auto Components
HYGN,"HydroGenetics, Inc. (NDA)",Industrials,Electrical Equipment
HYDI,"Hydromer, Inc.",Materials,Chemicals
HYKCF,HYDUKE ENERGY SERVICES INC COM,Energy,Energy Equipment & Services
HDYNQ,Hyperdynamics Corporation,Energy,"Oil, Gas & Consumable Fuels"
HYSR,HyperSolar Inc,Information Technology,Semiconductors & Semiconductor Equipment
HDII,"Hypertension Diagnostics, Inc.",Health Care,Health Care Equipment & Supplies
HPGN,HypGen Inc,,
HYPF,Hypower Fuel Inc,,
HYRE,HyreCar Inc,Consumer Discretionary,Diversified Consumer Services
HYSNF,HYSAN DEVELOPMENT CO LTD ORD,,
HYSNY,Hysan Development Company Limited (ADR),,
HY,Hyster-Yale Materials Handling Inc,Industrials,Machinery
IARSF,I A R SYSTEMS GROUP AB SHS B,,
IIIV,i3 Verticals Inc,Information Technology,IT Services
IAA,IAA Inc,Industrials,Commercial Services & Supplies
IAC,IAC/InterActiveCorp,Communication Services,Interactive Media & Services
IAG,Iamgold Corp,Materials,Metals & Mining
ITHUF,IANTHUS CAPITAL HOLDINGS INC,Health Care,Pharmaceuticals
IASO,IASO Pharma Inc,,
IBKC,IBERIABANK Corp,Financials,Banks
IBXNF,IBEX TECHNOLOGIES INC,Health Care,Biotechnology
IBIO,Ibio Inc,Health Care,Biotechnology
IBXS,IBITX Software Inc,,
IBIN,"IBSG International, Inc.",Information Technology,Software
ICABY,I-Cable Communications Ltd (ADR),Communication Services,Media
ICABF,I-CABLE COMMUNICATIONS LTD ORD,,
ICAD,iCAD Inc,Health Care,Health Care Technology
CDMGF,ICADE SA SHS,,
IEP,Icahn Enterprises LP,Industrials,Industrial Conglomerates
ICBT,ICBS Ltd,Financials,Capital Markets
ICCH,ICC Holdings Inc,Financials,Insurance
ICFI,ICF International Inc,Industrials,Professional Services
ICHR,Ichor Holdings Ltd,Information Technology,Semiconductors & Semiconductor Equipment
IBN,ICICI Bank Ltd (ADR),Financials,Banks
ICLK,Iclick Interactive Asia Group Ltd,Communication Services,Media
ICOTF,ICO THERAPEUTICS INC,Health Care,Biotechnology
ICLR,ICON PLC,Health Care,Life Sciences Tools & Services
ICNB,Iconic Brands Inc,Consumer Staples,Beverages
BVTEF,ICONIC MINERALS LTD,Materials,Metals & Mining
ICON,Iconix Brand Group Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
ICCT,Icoreconnect Inc,Health Care,Health Care Technology
ICTSF,ICTS International N.V.,Industrials,Transportation Infrastructure
ICTV,ICTV Brands Inc,Consumer Discretionary,Internet & Direct Marketing Retail
ICUI,ICU Medical Inc,Health Care,Health Care Equipment & Supplies
IDPE,ID Perfumes Inc,,
IDA,IDACORP Inc,Utilities,Electric Utilities
IDDR,Iddriven Inc,,
IPWR,Ideal Power Inc,Industrials,Electrical Equipment
IDEX,Ideanomics Inc,Information Technology,Software
IDYA,Ideaya Biosciences Inc,Health Care,Biotechnology
INVE,Identiv Inc,Information Technology,"Electronic Equipment, Instruments & Components"
IDRA,Idera Pharmaceuticals Inc,Health Care,Biotechnology
IEX,IDEX Corporation,Industrials,Machinery
IDXX,"IDEXX Laboratories, Inc.",Health Care,Health Care Equipment & Supplies
